SampleID	Locus	Reads	OutputDada2	OutputPostprocessing
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-860289-860542-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-860834-861066-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_01_v3-194742-194973-1B	18808	18516	18516
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_04_v3-748105-748359-1B	26553	26221	26221
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_04_v3-748374-748611-1B	25585	25371	25371
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_05_v3-958079-958350-1B	28077	27672	27672
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_05_v3-958372-958608-1B	25244	24962	24962
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_05_v3-958920-959168-1B	35625	35224	35224
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_05_v3-960810-961048-1B	27170	27022	27022
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_05_v3-961511-961758-1B	46351	45918	45918
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_06_v3-1214815-1215069-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_06_v3-1215236-1215502-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_06_v3-1215495-1215756-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_07_v3-403479-403716-1B	31486	31169	31169
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_07_v3-403801-404052-1B	4163	3802	3802
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_07_v3-404325-404590-1B	29	16	16
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_07_v3-404776-405006-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_07_v3-405334-405576-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_07_v3-405570-405844-1B	1589	1560	1560
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_07_v3-896613-896849-1B	19774	19555	19555
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_08_v3-549583-549807-1B	13468	13371	13371
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_08_v3-549960-550215-1B	3559	3536	3536
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_10_v3-490605-490877-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_12_v3-2092529-2092798-1B	80113	78612	78612
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-748254-748510-1B	38991	38448	38448
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-958247-958510-1B	45570	44916	44916
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1724895-1725166-1B	36590	36241	36241
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1725208-1725471-1B	57877	56691	56691
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1725464-1725719-1B	37380	37066	37066
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1725713-1725955-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1726057-1726304-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1726723-1726995-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-2504481-2504734-1B	29881	29444	29444
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-283350-283576-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-283973-284211-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-288429-288696-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-289301-289550-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-293575-293829-1B	28784	28582	28582
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-294506-294753-1B	57136	56425	56425
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-297583-297856-1B	47845	47650	47650
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-297935-298162-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-298368-298636-1B	57911	57507	57507
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-1954850-1955124-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-1956056-1956330-1B	74139	73202	73202
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-1956365-1956639-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-1957218-1957480-1B	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-2481033-2481276-1B	36189	35732	35732
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_02_v3-320652-320949-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_03_v3-240957-241256-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_05_v3-615379-615678-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_06_v3-857454-857753-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_08_v3-1365750-1365999-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_08_v3-1366575-1366822-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_08_v3-1370814-1371045-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_08_v3-1375205-1375450-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_08_v3-1386786-1387035-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_11_v3-1902041-1902278-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_11_v3-1950431-1950680-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_11_v3-1968050-1968296-2	1	1	1
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_11_v3-2001725-2001999-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-2770591-2770863-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-2814583-2814832-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-2840447-2840746-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_03_v3-221295-221532-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_03_v3-980853-981120-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_04_v3-1083299-1083563-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_04_v3-748585-748822-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_07_v3-403487-403750-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_07_v3-405517-405773-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_08_v3-550057-550318-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_12_v3-2092654-2092884-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1725124-1725365-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1725379-1725652-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1725887-1726123-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_13_v3-1726174-1726408-2	0	0	0
D03_110SI_1250PR_042024_SI_IX_S422_L006	Pf3D7_14_v3-294503-294768-2	0	0	0
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_01_v3-145388-145662-1A	1127	1108	1108
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_01_v3-162867-163115-1A	10556	10157	10157
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_01_v3-181512-181761-1A	4977	4943	4943
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_01_v3-455794-456054-1A	1004	976	976
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_01_v3-528859-529104-1A	14788	14699	14699
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_01_v3-535965-536239-1A	2911	2897	2897
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_02_v3-290580-290821-1A	1790	1774	1774
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_02_v3-291770-292017-1A	1612	1602	1602
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_02_v3-470437-470709-1A	2955	2925	2925
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_02_v3-503040-503288-1A	3510	3482	3482
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_02_v3-628941-629172-1A	1119	1106	1106
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_02_v3-630641-630907-1A	3393	3380	3380
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_03_v3-85507-85756-1A	625	616	616
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_03_v3-515418-515657-1A	5916	5880	5880
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_03_v3-653961-654206-1A	2680	2626	2626
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_03_v3-855426-855697-1A	1988	1984	1984
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_03_v3-891553-891827-1A	2861	2847	2847
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-109939-110184-1A	6101	6043	6043
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-115455-115684-1A	4660	4627	4627
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-133581-133830-1A	1637	1629	1629
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-133928-134154-1A	3639	3627	3627
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-140317-140548-1A	4528	4509	4509
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-141741-141990-1A	8821	8734	8734
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-284121-284364-1A	2624	2611	2611
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-316593-316858-1A	7769	7682	7682
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-544454-544718-1A	3567	3555	3555
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-648065-648332-1A	2222	2212	2212
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-900526-900759-1A	1993	1984	1984
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-1005938-1006187-1A	1873	1852	1852
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-1037644-1037891-1A	1353	1348	1348
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_04_v3-1113397-1113639-1A	4710	4480	4480
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-213027-213251-1A	802	797	797
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-350808-351052-1A	4055	4038	4038
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-369676-369949-1A	2104	2049	2049
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-395887-396136-1A	1471	1465	1465
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-550803-551072-1A	3860	3812	3812
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-641131-641404-1A	2393	2347	2347
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-668763-669004-1A	5004	4978	4978
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-796518-796759-1A	1854	1844	1844
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-1188456-1188706-1A	7723	7690	7690
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_05_v3-1322099-1322341-1A	745	738	738
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-145285-145531-1A	5886	5857	5857
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-176108-176338-1A	846	843	843
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-416462-416720-1A	4904	4741	4741
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-532166-532407-1A	11015	10957	10957
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-851492-851765-1A	12360	12218	12218
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-1115900-1116168-1A	4345	4313	4313
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-1128558-1128797-1A	2102	2087	2087
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-1135605-1135855-1A	2455	2446	2446
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-1136091-1136364-1A	5766	5665	5665
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-1140900-1141174-1A	4504	4473	4473
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-1192628-1192867-1A	1977	1968	1968
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-1197245-1197515-1A	6241	6214	6214
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-1235395-1235658-1A	1167	1164	1164
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_06_v3-1282656-1282930-1A	4522	4505	4505
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-105172-105442-1A	2604	2560	2560
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-432832-433091-1A	8261	8173	8173
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-475313-475545-1A	761	759	759
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-627351-627625-1A	1938	1933	1933
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-717260-717493-1A	2893	2864	2864
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-729480-729750-1A	4048	4017	4017
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-1028330-1028603-1A	3906	3811	3811
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-1043981-1044225-1A	3916	3903	3903
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-1066661-1066903-1A	2940	2928	2928
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_07_v3-1149367-1149613-1A	6064	6039	6039
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-102277-102527-1A	4106	4083	4083
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-336421-336651-1A	898	893	893
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-399693-399961-1A	11237	11001	11001
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-412801-413062-1A	850	846	846
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-476232-476475-1A	1321	1307	1307
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-585331-585590-1A	854	851	851
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-585703-585949-1A	2750	2726	2726
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-585993-586266-1A	7558	7507	7507
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-1056678-1056903-1A	4209	4178	4178
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-1099719-1099977-1A	1124	1118	1118
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-1176313-1176549-1A	3341	3321	3321
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-1313088-1313338-1A	1382	1375	1375
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-1314717-1314986-1A	1289	1278	1278
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_08_v3-1344618-1344845-1A	800	798	798
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-82006-82236-1A	1443	1436	1436
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-163813-164052-1A	1135	1124	1124
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-164045-164311-1A	9579	9533	9533
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-202854-203106-1A	3661	3643	3643
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-270915-271160-1A	5313	5284	5284
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-516735-517007-1A	2022	2010	2010
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-595828-596094-1A	3428	3415	3415
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-685560-685825-1A	268	263	263
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-1015103-1015350-1A	252	251	251
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_09_v3-1406342-1406614-1A	10387	10334	10334
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_10_v3-992331-992603-1A	3292	3203	3203
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_10_v3-992596-992869-1A	1091	1082	1082
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_10_v3-1386657-1386909-1A	2299	2279	2279
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_10_v3-1392371-1392620-1A	2316	2311	2311
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_10_v3-1414337-1414596-1A	3684	3656	3656
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_10_v3-1414599-1414832-1A	1503	1495	1495
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-115913-116184-1A	2411	2396	2396
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-119432-119705-1A	3493	3470	3470
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-408285-408534-1A	3219	3208	3208
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-408543-408771-1A	3004	2990	2990
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-497277-497548-1A	2316	2299	2299
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1006693-1006917-1A	2401	2379	2379
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1018781-1019053-1A	1220	1189	1189
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1019050-1019319-1A	164	164	164
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1127074-1127316-1A	3116	3094	3094
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1293919-1294168-1A	3200	3178	3178
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1294664-1294910-1A	12178	12119	12119
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1295103-1295335-1A	2225	2214	2214
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1295371-1295597-1A	322	319	319
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1374917-1375148-1A	249	247	247
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1375807-1376056-1A	1186	1180	1180
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1376058-1376305-1A	2734	2724	2724
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1816152-1816378-1A	2121	2101	2101
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_11_v3-1934962-1935236-1A	2625	2604	2604
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_12_v3-63081-63314-1A	2066	2055	2055
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_12_v3-233418-233671-1A	3375	3352	3352
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_12_v3-529495-529767-1A	6546	6436	6436
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_12_v3-659881-660127-1A	4559	4548	4548
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_12_v3-684011-684240-1A	841	835	835
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_12_v3-857050-857323-1A	3286	3204	3204
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_12_v3-1959644-1959891-1A	2562	2544	2544
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-146695-146934-1A	3505	3490	3490
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-156456-156685-1A	439	437	437
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-156713-156986-1A	3018	3002	3002
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-388138-388408-1A	5883	5858	5858
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-479569-479811-1A	1934	1921	1921
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-815862-816091-1A	313	311	311
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-852647-852921-1A	3277	3253	3253
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-911757-912005-1A	3758	3742	3742
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-935613-935884-1A	6807	6592	6592
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1004740-1005002-1A	355	355	355
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1146764-1147010-1A	7126	7018	7018
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1233093-1233332-1A	2684	2638	2638
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1265494-1265726-1A	2697	2686	2686
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1350855-1351093-1A	2330	2318	2318
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1406713-1406975-1A	3136	3096	3096
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1419363-1419626-1A	1928	1919	1919
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1465616-1465890-1A	16394	16017	16017
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1465901-1466157-1A	5642	5617	5617
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1876391-1876664-1A	218	216	216
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-2114242-2114482-1A	2384	2367	2367
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-2114829-2115090-1A	5391	5359	5359
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-2545065-2545291-1A	1169	1160	1160
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-106867-107115-1A	509	506	506
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-120101-120365-1A	2769	2753	2753
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-137398-137668-1A	1310	1275	1275
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-279563-279833-1A	5090	5019	5019
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-377765-378020-1A	1779	1774	1774
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-407306-407542-1A	1600	1588	1588
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-421322-421547-1A	605	598	598
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-771407-771633-1A	2211	2196	2196
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-921176-921432-1A	2345	2332	2332
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-1038300-1038538-1A	2064	2056	2056
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-1166107-1166371-1A	3114	3083	3083
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-1392837-1393086-1A	4428	4406	4406
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-1992121-1992370-1A	1975	1958	1958
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-2004362-2004606-1A	1105	1093	1093
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-2020604-2020849-1A	3446	3418	3418
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-2260533-2260765-1A	2120	2107	2107
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-2355614-2355853-1A	1523	1521	1521
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-2695837-2696082-1A	2086	2082	2082
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-2733345-2733593-1A	5328	5311	5311
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-2858894-2859160-1A	5936	5876	5876
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-3124416-3124655-1A	7484	7436	7436
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-3125801-3126073-1A	3528	3509	3509
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_14_v3-3214249-3214516-1A	11695	11594	11594
D04_110SI_11000PR_042024_SI_IX_S423_L006	PKNH_12_v2-198869-199113-1AB	0	0	0
D04_110SI_11000PR_042024_SI_IX_S423_L006	Pf3D7_13_v3-1041593-1041860-1AB	4103	4092	4092
D04_110SI_11000PR_042024_SI_IX_S423_L006	PmUG01_12_v1-1397996-1398245-1AB	9	8	0
D04_110SI_11000PR_042024_SI_IX_S423_L006	PocGH01_12_v1-1106456-1106697-1AB	0	0	0
